gene_id	gene_name	H27	H45	H91	H74	H2	H47	H56	H87	FDR	log2FC
ENSG00000188375	H3-5	4.526618836043377	3.6616490402566195	4.0044847854160714	3.6616490402566195	5.232869126762403	4.878667359127024	4.1476412805567655	6.013989018103996	0.15465055175647116	1.1046912706443752
ENSG00000188596	CFAP54	3.7124985658268383	2.5879617495637746	2.5928570194731524	3.954503211111417	6.362898344386817	5.940731358759	6.801808917317925	6.77218071134763	0.01060044701440104	3.257449696459048
ENSG00000188735	TMEM120B	4.09664208771027	4.262952688370707	2.261998336652517	4.17634554398162	3.61445947063712	3.816089041374343	3.878924335816427	3.279504131069363	0.9525699000214638	-0.052240419454465226
ENSG00000188906	LRRK2	11.232064712018685	11.46611589299193	12.404961013764822	12.157230312418491	12.850530070091589	13.54330660703275	12.955532887870033	13.909909578724152	0.057322682478008175	1.4997268031311481
ENSG00000189046	ALKBH2	6.253394804739326	7.079548578337704	6.5919514840469375	6.830604180726685	5.692240320822354	5.9064618170318175	5.588048395090618	5.5967288133005395	0.02645140777526076	-0.9930049254013307
ENSG00000189079	ARID2	8.084379622482873	8.03285937518415	8.414894138249187	7.815861145027568	7.9119043749305495	8.03285937518415	8.014145281058719	8.195988752407047	0.8545432831946761	-0.04827412434082845
ENSG00000189182	KRT77	0	2.193491612623527	3.763921872107985	5.771315833840174	4.09664208771027	0	0	0	0.4918883543116318	-1.908021807715354
ENSG00000189238	LINC00943	0	2.6357055268450784	4.0001010189292225	0	0	0	2.8381482060474115	0	0.6742814570000153	-0.9494145849317224
ENSG00000196387	ZNF140	7.334493192933594	7.743526059822873	7.427564265008021	7.632214561553127	7.251409068010292	7.718447999437994	7.087986021679302	7.367705167869894	0.5374352713015633	-0.17806245558003386
ENSG00000196458	ZNF605	6.691408921661314	6.619597158162657	5.945375123829733	6.301749490332052	6.096994849473886	6.197857832258901	6.473437515299458	5.575296906657901	0.4918883543116318	-0.3036358975739022
ENSG00000196465	MYL6B	5.259475839028869	5.354570080881336	4.534472244716508	4.820872706369519	5.33269622288302	5.336122352327437	4.285446405345225	4.907164831881118	0.9596053131532419	-0.026990264639858097
ENSG00000196498	NCOR2	6.948297925069742	5.638569493764303	5.506989086324734	6.482225976553974	6.602276129625875	6.890931679966925	6.635175120496996	6.202916681598791	0.49768184627621254	0.4388042824939582
ENSG00000196510	ANAPC7	8.617893405645185	8.63071112824262	8.641336470234924	8.131006668896722	8.571966559791434	8.347692306342598	7.963199238662363	8.436023507139828	0.5874904775214485	-0.17551651527080736
ENSG00000196531	NACA	13.085849536432288	14.00932188400117	13.909909578724152	13.804698552649615	12.955532887870033	12.480512555944825	12.060256843985801	12.595918033272136	0.05126633655959696	-1.1793898076836076
ENSG00000196668	LINC00173	3.773880235165258	5.206836865097568	5.18360670591862	3.7065515352825713	5.120012285974966	6.8600635497937565	6.765969688818851	7.059667586972854	0.09432993526457162	1.9837094425241029
ENSG00000196850	PPTC7	8.089600678441968	8.422248619210643	8.820450031554723	8.544664080508808	8.965228326991587	8.945346015850497	8.758911822295058	8.978146231434918	0.125991441619841	0.44266724671398094
ENSG00000196876	SCN8A	3.5514499874409626	2.9281495903752064	5.41486433448658	3.4849266759768103	3.5778829411279727	3.349046096262096	3.349046096262096	3.304165220825618	0.6604152779590299	-0.4498125584504442
ENSG00000196917	HCAR1	0	2.7747755970470935	2.2004119535350863	2.776882859438344	2.785855562139118	0	3.116814904798268	0	0.8307070823535301	-0.46234998577078446
ENSG00000196935	SRGAP1	3.111667923901661	2.1501799037357614	3.3666616186031355	3.255300705854641	3.7769643069960486	3.923856243962104	3.850108845600787	3.7292907993650743	0.11112282611404523	0.8491025109572035
ENSG00000196946	ZNF705A	0	2.5928570194731524	1.367679143204802	3.031418135226646	3.031418135226646	3.176080135298008	3.4887913201653347	3.068390842199274	0.23112124702776396	1.4431815337461655
ENSG00000197111	PCBP2	12.205877062001507	11.655593118646367	11.564833590805408	11.842008937191894	11.08642073406086	11.412901950079851	11.412901950079851	11.25680201123672	0.09358469287260705	-0.5248215157969742
ENSG00000197301	HMGA2-AS1	3.61445947063712	3.5477519682032175	3.616612857586388	3.3909947240169824	3.4469618362971812	3.560731597332927	3.8478097197584367	3.997190649782024	0.47333289512733	0.17071869568171527
ENSG00000197614	MFAP5	0	2.186474172437895	3.6530170395195456	0	3.63481038235801	0	2.8653646607984595	0	0.9441468817312559	0.1651709577997571
